Phone_Model,Service,Manufacturer,Storage_Type,Chip_Name,File_System,FS_Parameter,FTL,FTL_Parameter,Java_Type,Java_Path,Java_Tool,Media_Type
843SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
944SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
945SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
DM007SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
001SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
DM008SH,Softbank_Vodafone,Sharp,,,FAT,,934SH FTL,,,,,fs_extension
002SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
004SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
105SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
108SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
109SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
202SH,Softbank_Vodafone,Sharp,,,FAT,,202SH FTL,,,,,fs_extension
301SH,Softbank_Vodafone,Sharp,,,,,,,,,,fs_extension
V301T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
V302T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
V303T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
V401T,Softbank_Vodafone,Toshiba,NAND,TV00678002BAGD-n,FAT16,,SO505i FTL,,,,,fs_extension
V501T,Softbank_Vodafone,Toshiba,NOR,PF38F4455LLYBQ2-f2,FAT,,V501T FTL,,,,,fs_extension
V502T,Softbank_Vodafone,Toshiba,NOR,PF38F4455LLYBQ2-f2,FAT,,V501T FTL,,,,,fs_extension
V601T,Softbank_Vodafone,Toshiba,NAND,TY00788022AAGD-n,FAT16,,SO505i FTL,,,,,fs_extension
V602T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
V603T,Softbank_Vodafone,Toshiba,NOR,PF38F4455LLYBQ1-f2,FAT,,V501T FTL,,,,,fs_extension
V604T,Softbank_Vodafone,Toshiba,NOR,PF38F4455LLYBQ1-f2,FAT,,V501T FTL,,,,,fs_extension
902T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
903T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
802T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
904T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
705T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
910T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
810T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
911T,Softbank_Vodafone,Toshiba,eSD,TYAD00AC00BTGK-sd,FAT,,-,,,,,fs_extension
811T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
912T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
812T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
813T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
814T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
815T,Softbank_Vodafone,Toshiba,,,FAT16,,Toshiba FTL,,,,,fs_extension
920T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
820T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
921T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
821T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
822T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
823T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
824T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
830T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
831T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
832T,Softbank_Vodafone,Toshiba,,,,,,,,,,fs_extension
301Z,Softbank_Vodafone,ZTE,,,,,,,,,,fs_extension
302ZT,Softbank_Vodafone,ZTE,,,,,,,,,,fs_extension
